no,provinsi,kota,kecamatan,kelurahan,nama_sppg
1263,JAWA BARAT,TASIKMALAYA,SUKARESIK,SUKARATU,SPPG Tasikmalaya Sukaresik Sukaratu
1264,JAWA BARAT,BOGOR,CISARUA,TUGU UTARA,SPPG Bogor Cisarua Tugu Utara 2
1265,JAWA BARAT,KOTA BANDUNG,RANCASARI,MANJAHLEGA,SPPG Kota Bandung Rancasari Manjahlega
1266,JAWA BARAT,CIREBON,GEGESIK,BAYALANGU LOR,SPPG Cirebon Gegesik Bayalangu Lor 2
1267,JAWA BARAT,MAJALENGKA,SUMBERJAYA,PARAPATAN,SPPG Majalengka Sumberjaya Parapatan
1268,JAWA BARAT,KOTA BANJAR,PURWAHARJA,PURWAHARJA,SPPG Kota Banjar Purwaharja Purwaharja
1269,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,JAKASAMPURNA,SPPG Kota Bekasi Bekasi Barat Jakasampurna
1270,JAWA BARAT,BEKASI,SERANG BARU,JAYAMULYA,SPPG Bekasi Serang Baru Jayamulya
1271,JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,TEGALLEGA,SPPG Kota Bogor Bogor Tengah Ciwaringin 2
1272,JAWA BARAT,TASIKMALAYA,SUKARESIK,SUKARATU,SPPG Tasikmalaya Sukaresik Sukaratu
1273,JAWA BARAT,KOTA BANJAR,PURWAHARJA,PURWAHARJA,SPPG Kota Banjar Purwaharja Purwaharja
1274,JAWA BARAT,GARUT,GARUT KOTA,REGOL,SPPG Garut Garut Kota Regol
1275,JAWA BARAT,BEKASI,CIKARANG PUSAT,CICAU,SPPG Bekasi Cikarang Pusat Cicau
1276,JAWA BARAT,BANDUNG,PANGALENGAN,PULOSARI,SPPG Bandung Pangalengan Pulosari 2
1277,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,SELACAU,SPPG Bandung Barat Batujajar Selacau
1278,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,JAKASAMPURNA,SPPG Kota Bekasi Bekasi Barat Jakasampurna
1279,JAWA BARAT,CIREBON,GEGESIK,BAYALANGU LOR,SPPG Cirebon Gegesik Bayalangu Lor 2
1280,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,SPPG Kota Tasikmalaya Tamansari Tamanjaya 1
1281,JAWA BARAT,TASIKMALAYA,PANCATENGAH,MARGALUYU,SPPG Tasikmalaya Pancatengah Margaluyu
1282,JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,TEGALLEGA,SPPG Kota Bogor Bogor Tengah Ciwaringin 2
1283,JAWA BARAT,KOTA BANJAR,PURWAHARJA,PURWAHARJA,SPPG Kota Banjar Purwaharja Purwaharja
1284,JAWA BARAT,GARUT,GARUT KOTA,REGOL,SPPG Garut Garut Kota Regol
1285,JAWA BARAT,BANDUNG,PANGALENGAN,PULOSARI,SPPG Bandung Pangalengan Pulosari 2
1286,JAWA BARAT,MAJALENGKA,SUMBERJAYA,PARAPATAN,SPPG Majalengka Sumberjaya Parapatan
1287,JAWA BARAT,GARUT,TAROGONG KALER,PASAWAHAN,SPPG Garut Tarogong Kaler Pasawahan
1288,JAWA BARAT,TASIKMALAYA,SUKARESIK,SUKARATU,SPPG Tasikmalaya Sukaresik Sukaratu
1289,JAWA BARAT,CIREBON,GEGESIK,BAYALANGU LOR,SPPG Cirebon Gegesik Bayalangu Lor 2
1290,JAWA BARAT,BEKASI,CIKARANG SELATAN,SERANG,SPPG Bekasi Cikarang Selatan Serang 2
1291,JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,TEGALLEGA,SPPG Kota Bogor Bogor Tengah Ciwaringin 2
1292,JAWA BARAT,TASIKMALAYA,SUKARESIK,SUKARATU,SPPG Tasikmalaya Sukaresik Sukaratu
1293,JAWA BARAT,GARUT,GARUT KOTA,REGOL,SPPG Garut Garut Kota Regol
1294,JAWA BARAT,BEKASI,CIKARANG PUSAT,CICAU,SPPG Bekasi Cikarang Pusat Cicau
1295,JAWA BARAT,BANDUNG,PANGALENGAN,PULOSARI,SPPG Bandung Pangalengan Pulosari 2
1296,JAWA BARAT,KOTA BOGOR,BOGOR BARAT,SEMPLAK,SPPG Kota Bogor Bogor Barat Semplak
1297,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,SELACAU,SPPG Bandung Barat Batujajar Selacau
1298,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,JAKASAMPURNA,SPPG Kota Bekasi Bekasi Barat Jakasampurna
1299,JAWA BARAT,CIREBON,GEGESIK,BAYALANGU LOR,SPPG Cirebon Gegesik Bayalangu Lor 2
1300,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,SPPG Kota Tasikmalaya Tamansari Tamanjaya 1
1301,JAWA BARAT,BANDUNG,PANGALENGAN,PULOSARI,SPPG Bandung Pangalengan Pulosari 2
1302,JAWA BARAT,TASIKMALAYA,SUKARESIK,SUKARATU,SPPG Tasikmalaya Sukaresik Sukaratu
1303,JAWA BARAT,BOGOR,CISARUA,TUGU UTARA,SPPG Bogor Cisarua Tugu Utara 2
1304,JAWA BARAT,GARUT,GARUT KOTA,REGOL,SPPG Garut Garut Kota Regol
1305,JAWA BARAT,BEKASI,CIBITUNG,WANASARI,SPPG Bekasi Cibitung Wanasari 4
1306,JAWA BARAT,BOGOR,JONGGOL,JONGGOL,SPPG Bogor Jonggol Jonggol 2
1307,JAWA BARAT,SUKABUMI,CICURUG,PASAWAHAN,SPPG Sukabumi Cicurug Pasawahan 4
1308,JAWA BARAT,GARUT,SUKAWENING,MARIPARI,SPPG Garut Sukawening Maripari 3
1309,JAWA BARAT,BEKASI,SERANG BARU,JAYAMULYA,SPPG Bekasi Serang Baru Jayamulya
1310,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,SPPG Kota Tasikmalaya Tamansari Tamanjaya 1
1311,JAWA BARAT,MAJALENGKA,SUMBERJAYA,PARAPATAN,SPPG Majalengka Sumberjaya Parapatan
1312,JAWA BARAT,KOTA BANJAR,PURWAHARJA,PURWAHARJA,SPPG Kota Banjar Purwaharja Purwaharja
1313,JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,TEGALLEGA,SPPG Kota Bogor Bogor Tengah Ciwaringin 2
1314,JAWA BARAT,GARUT,GARUT KOTA,REGOL,SPPG Garut Garut Kota Regol
1315,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,SPPG Kota Tasikmalaya Tamansari Tamanjaya 1
1316,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,SELACAU,SPPG Bandung Barat Batujajar Selacau
1317,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,JAKASAMPURNA,SPPG Kota Bekasi Bekasi Barat Jakasampurna
1318,JAWA BARAT,BEKASI,SERANG BARU,JAYAMULYA,SPPG Bekasi Serang Baru Jayamulya
1319,JAWA BARAT,PURWAKARTA,PLERED,CITEKO,SPPG Purwakarta Plered Citeko 3
1320,JAWA BARAT,CIREBON,GEGESIK,BAYALANGU LOR,SPPG Cirebon Gegesik Bayalangu Lor 2
1321,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak
1322,JAWA BARAT,BEKASI,SERANG BARU,JAYAMULYA,SPPG Bekasi Serang Baru Jayamulya
1323,JAWA BARAT,MAJALENGKA,SUMBERJAYA,PARAPATAN,SPPG Majalengka Sumberjaya Parapatan
1324,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,SPPG Kuningan Jepara Rajadanu
1325,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1326,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1327,JAWA BARAT,KARAWANG,KLARI,GINTUNGKERTA,SPPG Karawang Klari Gintungkerta
1328,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2
1329,JAWA BARAT,KOTA BANJAR,PURWAHARJA,PURWAHARJA,SPPG Kota Banjar Purwaharja Purwaharja
1330,JAWA BARAT,INDRAMAYU,KARANGAMPEL,TANJUNGPURA,SPPG Indramayu Karangampel Tanjungpura
1331,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,SELACAU,SPPG Bandung Barat Batujajar Selacau
1332,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1333,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2
1334,JAWA BARAT,PURWAKARTA,PLERED,CITEKO,SPPG Purwakarta Plered Citeko 3
1335,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1336,JAWA BARAT,BOGOR,BOJONG GEDE,BOJONGGEDE,SPPG Bogor Bojong Gede Bojonggede 3
1337,JAWA BARAT,KARAWANG,KLARI,GINTUNGKERTA,SPPG Karawang Klari Gintungkerta
1338,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak
1339,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,SPPG Kuningan Jepara Rajadanu
1340,JAWA BARAT,KOTA BEKASI,PONDOKGEDE,JATIBENING,SPPG Kota Bekasi Pondokgede Jatibening
1341,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak
1342,JAWA BARAT,BEKASI,SERANG BARU,JAYAMULYA,SPPG Bekasi Serang Baru Jayamulya
1343,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2
1344,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1345,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,SPPG Kota Tasikmalaya Tamansari Tamanjaya 1
1346,JAWA BARAT,BOGOR,CISARUA,TUGU UTARA,SPPG Bogor Cisarua Tugu Utara 2
1347,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1348,JAWA BARAT,BANDUNG,CICALENGKA,CICALENGKA KULON,SPPG Bandung Cicalengka Cicalengka Kulon 2
1349,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,KEBON LEGA,SPPG Kota Bandung Bojongloa Kidul Kebon Lega 2
1350,JAWA BARAT,BOGOR,BOJONG GEDE,BOJONGGEDE,SPPG Bogor Bojong Gede Bojonggede 3
1351,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak
1352,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1353,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2
1354,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,JAKASAMPURNA,SPPG Kota Bekasi Bekasi Barat Jakasampurna
1355,JAWA BARAT,PURWAKARTA,PLERED,CITEKO,SPPG Purwakarta Plered Citeko 3
1356,JAWA BARAT,KARAWANG,KLARI,GINTUNGKERTA,SPPG Karawang Klari Gintungkerta
1357,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,SPPG Kuningan Jepara Rajadanu
1358,JAWA BARAT,KOTA CIREBON,KESAMBI,KARYAMULYA,SPPG Kota Cirebon Kesambi Karyamulya 3
1359,JAWA BARAT,BANDUNG,BALEENDAH,MANGGAHANG,SPPG Bandung Baleendah Manggahang 4
1360,JAWA BARAT,CIANJUR,SUKANAGARA,CIGUHA,SPPG Cianjur Sukanagara Ciguha
1361,JAWA BARAT,MAJALENGKA,SUMBERJAYA,PARAPATAN,SPPG Majalengka Sumberjaya Parapatan
1362,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KIDUL,CIKUTRA,SPPG Kota Bandung Cibeunying Kidul Cikutra
1363,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1364,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1365,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2
1366,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,SPPG Kuningan Jepara Rajadanu
1367,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,KEBON LEGA,SPPG Kota Bandung Bojongloa Kidul Kebon Lega 2
1368,JAWA BARAT,BOGOR,BOJONG GEDE,BOJONGGEDE,SPPG Bogor Bojong Gede Bojonggede 3
1369,JAWA BARAT,PURWAKARTA,PLERED,CITEKO,SPPG Purwakarta Plered Citeko 3
1370,JAWA BARAT,KARAWANG,KLARI,GINTUNGKERTA,SPPG Karawang Klari Gintungkerta
1371,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2
1372,JAWA BARAT,PURWAKARTA,PLERED,CITEKO,SPPG Purwakarta Plered Citeko 3
1373,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak
1374,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1375,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,SPPG Kuningan Jepara Rajadanu
1376,JAWA BARAT,BEKASI,SERANG BARU,JAYAMULYA,SPPG Bekasi Serang Baru Jayamulya
1377,JAWA BARAT,TASIKMALAYA,SUKARESIK,SUKARATU,SPPG Tasikmalaya Sukaresik Sukaratu
1378,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1379,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak 2
1380,JAWA BARAT,BANDUNG,CICALENGKA,CICALENGKA KULON,SPPG Bandung Cicalengka Cicalengka Kulon 2
1381,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,SPPG Kota Tasikmalaya Tamansari Tamanjaya 1
1382,JAWA BARAT,PURWAKARTA,PLERED,CITEKO,SPPG Purwakarta Plered Citeko 3
1383,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1384,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1385,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,SELACAU,SPPG Bandung Barat Batujajar Selacau
1386,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2
1387,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,KEBON LEGA,SPPG Kota Bandung Bojongloa Kidul Kebon Lega 2
1388,JAWA BARAT,BOGOR,BOJONG GEDE,BOJONGGEDE,SPPG Bogor Bojong Gede Bojonggede 3
1389,JAWA BARAT,KARAWANG,KLARI,GINTUNGKERTA,SPPG Karawang Klari Gintungkerta
1390,JAWA BARAT,BANDUNG,CICALENGKA,CICALENGKA KULON,SPPG Bandung Cicalengka Cicalengka Kulon 2
1391,JAWA BARAT,BEKASI,KEDUNG WARINGIN,KARANGHARUM,SPPG Bekasi Kedung Waringin Karangharum
1392,JAWA BARAT,CIREBON,GEGESIK,BAYALANGU LOR,SPPG Cirebon Gegesik Bayalangu Lor 2
1393,JAWA BARAT,BEKASI,CIKARANG PUSAT,CICAU,SPPG Bekasi Cikarang Pusat Cicau
1394,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak
1395,JAWA BARAT,KARAWANG,KLARI,GINTUNGKERTA,SPPG Karawang Klari Gintungkerta
1396,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,SPPG Kuningan Jepara Rajadanu
1397,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1398,JAWA BARAT,BOGOR,BOJONG GEDE,BOJONGGEDE,SPPG Bogor Bojong Gede Bojonggede 3
1399,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak 2
1400,JAWA BARAT,BANDUNG,CICALENGKA,CICALENGKA KULON,SPPG Bandung Cicalengka Cicalengka Kulon 2
1401,JAWA BARAT,KOTA BANJAR,PURWAHARJA,PURWAHARJA,SPPG Kota Banjar Purwaharja Purwaharja
1402,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,SPPG Kota Tasikmalaya Tamansari Tamanjaya 1
1403,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1404,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1405,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2
1406,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,SPPG Kuningan Jepara Rajadanu
1407,JAWA BARAT,BOGOR,BOJONG GEDE,BOJONGGEDE,SPPG Bogor Bojong Gede Bojonggede 3
1408,JAWA BARAT,PURWAKARTA,PLERED,CITEKO,SPPG Purwakarta Plered Citeko 3
1409,JAWA BARAT,GARUT,GARUT KOTA,REGOL,SPPG Garut Garut Kota Regol
1410,JAWA BARAT,KARAWANG,KLARI,GINTUNGKERTA,SPPG Karawang Klari Gintungkerta
1411,JAWA BARAT,PURWAKARTA,PLERED,CITEKO,SPPG Purwakarta Plered Citeko 3
1412,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak
1413,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1414,JAWA BARAT,KARAWANG,KLARI,GINTUNGKERTA,SPPG Karawang Klari Gintungkerta
1415,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,SPPG Kuningan Jepara Rajadanu
1416,JAWA BARAT,BEKASI,SERANG BARU,JAYAMULYA,SPPG Bekasi Serang Baru Jayamulya
1417,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1418,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,SPPG Cianjur Cianjur Nagrak 2
1419,JAWA BARAT,BANDUNG,CICALENGKA,CICALENGKA KULON,SPPG Bandung Cicalengka Cicalengka Kulon 2
1420,JAWA BARAT,KOTA BEKASI,PONDOKGEDE,JATIBENING,SPPG Kota Bekasi Pondokgede Jatibening
1421,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,SPPG Kota Tasikmalaya Tamansari Tamanjaya 1
1422,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,SELACAU,SPPG Bandung Barat Batujajar Selacau
1423,JAWA BARAT,SUKABUMI,CICURUG,PASAWAHAN,SPPG Sukabumi Cicurug Pasawahan 4
1424,JAWA BARAT,BOGOR,TAJURHALANG,KALISUREN,SPPG Bogor Tajurhalang Kalisuren
1425,JAWA BARAT,BANDUNG BARAT,CIPATAT,GUNUNGMASIGIT,SPPG Bandung Barat Cipatat Gunungmasigit 2
1426,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,KEBON LEGA,SPPG Kota Bandung Bojongloa Kidul Kebon Lega 2
1427,JAWA BARAT,BOGOR,BOJONG GEDE,BOJONGGEDE,SPPG Bogor Bojong Gede Bojonggede 3
1428,JAWA BARAT,KARAWANG,KLARI,GINTUNGKERTA,SPPG Karawang Klari Gintungkerta
1429,JAWA BARAT,BANDUNG,CICALENGKA,CICALENGKA KULON,SPPG Bandung Cicalengka Cicalengka Kulon 2
1430,JAWA BARAT,SUKABUMI,TEGALBULEUD,TEGALBULEUD,SPPG Sukabumi Tegalbuleud Tegalbuleud
1431,JAWA BARAT,MAJALENGKA,SUMBERJAYA,PARAPATAN,SPPG Majalengka Sumberjaya Parapatan
1432,JAWA BARAT,BEKASI,SERANG BARU,JAYAMULYA,SPPG Bekasi Serang Baru Jayamulya
1433,JAWA BARAT,KUNINGAN,JAPARA,RAJADANU,SPPG Kuningan Jepara Rajadanu
1434,JAWA BARAT,BOGOR,CIBINONG,NANGGEWER MEKAR,SPPG Bogor Cibinong Nanggewer Mekar
1435,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,SPPG Kota Cimahi Cimahi Utara Cipageran 2
1436,JAWA BARAT,KOTA BEKASI,BEKASI UTARA,PERWIRA,SPPG Kota Bekasi Bekasi Utara Perwira
1437,JAWA BARAT,KOTA BEKASI,RAWALUMBU,BOJONG RAWALUMBU,SPPG Kota Bekasi Rawalumbu Bojong Rawalumbu 2
1438,JAWA BARAT,KOTA BANJAR,PURWAHARJA,PURWAHARJA,SPPG Kota Banjar Purwaharja Purwaharja
1439,JAWA BARAT,GARUT,GARUT KOTA,REGOL,SPPG Garut Garut Kota Regol
1440,JAWA BARAT,KOTA CIMAHI,CIMAHI TENGAH,CIMAHI,SPPG Kota Cimahi Cimahi Tengah Cimahi 2
1441,JAWA BARAT,KOTA BANDUNG,CIDADAP,HEGARMANAH,SPPG Kota Bandung Cidadap Hegarmanah 4
1442,JAWA BARAT,TASIKMALAYA,PANCATENGAH,MARGALUYU,SPPG Tasikmalaya Pancatengah Margaluyu
1443,JAWA BARAT,TASIKMALAYA,CIGALONTANG,SUKAMANAH,SPPG Tasikmalaya Cigalontang Sukamanah
1444,JAWA BARAT,KOTA DEPOK,SUKMAJAYA,SUKMAJAYA,SPPG Kota Depok Sukmajaya Sukmajaya 3
1445,JAWA BARAT,SUBANG,PAMANUKAN,PAMANUKAN,SPPG Subang Pamanukan Pamanukan
1446,JAWA BARAT,INDRAMAYU,SINDANG,BABADAN,SPPG Indramayu Sindang Babadan
1447,JAWA BARAT,BEKASI,CIKARANG UTARA,KARANGASIH,SPPG Bekasi Cikarang Utara Karangasih 4
1448,JAWA BARAT,KOTA DEPOK,CIMANGGIS,CISALAK PASAR,SPPG Kota Depok Cimanggis Curug
1449,JAWA BARAT,SUKABUMI,BOJONGGENTENG,BOJONGGALING,SPPG Sukabumi Bojonggenteng Bojonggaling
1450,JAWA BARAT,TASIKMALAYA,PAGERAGEUNG,PUTERAN,SPPG Tasikmalaya Pagerageung Puteran
1451,JAWA BARAT,BOGOR,CIOMAS,KOTA BATU,SPPG Bogor Ciomas Kota Batu 3
1452,JAWA BARAT,GARUT,TAROGONG KIDUL,PATARUMAN,SPPG Garut Tarogong Kidul Pataruman 4
1453,JAWA BARAT,KUNINGAN,MALEBER,MANDALAJAYA,SPPG Kuningan Maleber Mandalajaya
1454,JAWA BARAT,KOTA DEPOK,SUKMAJAYA,SUKMAJAYA,SPPG Kota Depok Sukmajaya Sukmajaya 3
1455,JAWA BARAT,KOTA DEPOK,CIMANGGIS,CISALAK PASAR,SPPG Kota Depok Cimanggis Curug
1456,JAWA BARAT,TASIKMALAYA,CIGALONTANG,SUKAMANAH,SPPG Tasikmalaya Cigalontang Sukamanah
1457,JAWA BARAT,SUKABUMI,CISAAT,GUNUNGJAYA,SPPG Sukabumi Cisaat Gunungjaya
1458,JAWA BARAT,KOTA BEKASI,JATIASIH,JATIMEKAR,SPPG Kota Bekasi Jatiasih Jatimekar 4
1459,JAWA BARAT,SUBANG,PAMANUKAN,PAMANUKAN,SPPG Subang Pamanukan Pamanukan
1460,JAWA BARAT,TASIKMALAYA,KARANGNUNGGAL,CIBATU,SPPG Tasikmalaya Karangnunggal Cibatu
1461,JAWA BARAT,BOGOR,CISEENG,BABAKAN,SPPG Bogor Ciseeng Babakan 1
1462,JAWA BARAT,KOTA BEKASI,JATIASIH,JATIMEKAR,SPPG Kota Bekasi Jatiasih Jatimekar 4
1463,JAWA BARAT,KOTA DEPOK,CIMANGGIS,CISALAK PASAR,SPPG Kota Depok Cimanggis Curug
1464,JAWA BARAT,KOTA DEPOK,SUKMAJAYA,SUKMAJAYA,SPPG Kota Depok Sukmajaya Sukmajaya 3
1465,JAWA BARAT,PANGANDARAN,LANGKAPLANCAR,BANGUNJAYA,SPPG Pangandaran Langkaplancar Bangunjaya
1466,JAWA BARAT,BANDUNG,PANGALENGAN,MARGAMUKTI,SPPG Bandung Pangalengan Margamukti
1467,JAWA BARAT,GARUT,KADUNGORA,KARANGMULYA,SPPG Garut Kadungora Karangmulya 2
1468,JAWA BARAT,BEKASI,TAMBUN UTARA,SRIMAHI,SPPG Bekasi Tambun Utara Srimahi
1469,JAWA BARAT,TASIKMALAYA,PAGERAGEUNG,PUTERAN,SPPG Tasikmalaya Pagerageung Puteran
1470,JAWA BARAT,SUKABUMI,BOJONGGENTENG,BOJONGGALING,SPPG Sukabumi Bojonggenteng Bojonggaling
1471,JAWA BARAT,SUBANG,PAMANUKAN,PAMANUKAN,SPPG Subang Pamanukan Pamanukan
1472,JAWA BARAT,KOTA DEPOK,CIMANGGIS,CISALAK PASAR,SPPG Kota Depok Cimanggis Curug
1473,JAWA BARAT,PANGANDARAN,LANGKAPLANCAR,BANGUNJAYA,SPPG Pangandaran Langkaplancar Bangunjaya
1474,JAWA BARAT,TASIKMALAYA,KARANGNUNGGAL,CIBATU,SPPG Tasikmalaya Karangnunggal Cibatu
1475,JAWA BARAT,SUKABUMI,CISAAT,GUNUNGJAYA,SPPG Sukabumi Cisaat Gunungjaya
1476,JAWA BARAT,INDRAMAYU,SINDANG,BABADAN,SPPG Indramayu Sindang Babadan
1477,JAWA BARAT,KOTA BOGOR,BOGOR TIMUR,KATULAMPA,SPPG Kota Bogor Bogor Timur Katulampa
1478,JAWA BARAT,SUBANG,CIPEUNDEUY,CIPEUNDEUY,SPPG Subang Cipeundeuy Cipeundeuy
1479,JAWA BARAT,KOTA BEKASI,JATIASIH,JATIMEKAR,SPPG Kota Bekasi Jatiasih Jatimekar 4
1480,JAWA BARAT,BOGOR,CISARUA,CITEKO,SPPG Bogor Cisarua Citeko 2
1481,JAWA BARAT,KOTA DEPOK,CIMANGGIS,CISALAK PASAR,SPPG Kota Depok Cimanggis Curug
1482,JAWA BARAT,KUNINGAN,CIPICUNG,MEKARSARI,SPPG Kuningan Cipicung Mekarsari
1483,JAWA BARAT,GARUT,KADUNGORA,KARANGMULYA,SPPG Garut Kadungora Karangmulya 2
1484,JAWA BARAT,KOTA DEPOK,SUKMAJAYA,SUKMAJAYA,SPPG Kota Depok Sukmajaya Sukmajaya 3
1485,JAWA BARAT,TASIKMALAYA,PAGERAGEUNG,PUTERAN,SPPG Tasikmalaya Pagerageung Puteran
1486,JAWA BARAT,SUKABUMI,NAGRAK,NAGRAK SELATAN,SPPG Sukabumi Nagrak Nagrak Selatan
1487,JAWA BARAT,SUKABUMI,BOJONGGENTENG,BOJONGGALING,SPPG Sukabumi Bojonggenteng Bojonggaling
1488,JAWA BARAT,TASIKMALAYA,KARANGNUNGGAL,CIBATU,SPPG Tasikmalaya Karangnunggal Cibatu
